Date,Open,High,Low,Close,Adj Close,Volume
2023-03-16,1539.0,1559.0999755859375,1532.050048828125,1551.9000244140625,1513.6353759765625,10876671
2023-03-17,1557.5,1579.199951171875,1540.0,1572.6500244140625,1533.873779296875,11475438
2023-03-20,1567.949951171875,1568.0999755859375,1545.4000244140625,1561.75,1523.2425537109375,13251557
2023-03-21,1571.949951171875,1582.5,1556.199951171875,1579.449951171875,1540.5059814453125,16525247
2023-03-22,1584.0,1586.050048828125,1565.300048828125,1575.800048828125,1536.9461669921875,7088662
2023-03-23,1567.75,1590.3499755859375,1558.550048828125,1563.1500244140625,1524.6080322265625,14182089
2023-03-24,1560.0,1573.9000244140625,1554.949951171875,1560.6500244140625,1522.169677734375,15738874
2023-03-27,1562.199951171875,1579.449951171875,1558.9000244140625,1567.449951171875,1528.802001953125,15936003
2023-03-28,1565.699951171875,1582.9000244140625,1564.0999755859375,1580.199951171875,1541.237548828125,19638151
2023-03-29,1584.0,1602.0,1581.9000244140625,1587.800048828125,1548.6502685546875,19881806
2023-03-31,1595.5999755859375,1612.949951171875,1592.4000244140625,1609.550048828125,1569.864013671875,17355614
2023-04-03,1607.550048828125,1615.699951171875,1602.75,1610.550048828125,1570.8392333984375,20012699
2023-04-05,1618.5999755859375,1656.0,1616.0,1653.75,1612.97412109375,21682696
2023-04-06,1648.550048828125,1669.199951171875,1647.0999755859375,1666.3499755859375,1625.263427734375,22318672
2023-04-10,1663.25,1671.0,1654.0,1658.449951171875,1617.55810546875,15906643
2023-04-11,1659.0,1669.4000244140625,1651.0999755859375,1663.300048828125,1622.2886962890625,21180771
2023-04-12,1668.0,1688.199951171875,1667.800048828125,1684.9000244140625,1643.3560791015625,13477752
2023-04-13,1688.300048828125,1697.050048828125,1678.1500244140625,1692.449951171875,1650.7198486328125,17665043
2023-04-17,1720.0,1720.0,1653.300048828125,1666.6500244140625,1625.5560302734375,16202574
2023-04-18,1670.0,1677.25,1656.4000244140625,1659.5999755859375,1618.6798095703125,14818613
2023-04-19,1665.0,1670.300048828125,1657.1500244140625,1665.699951171875,1624.62939453125,12370584
2023-04-20,1671.699951171875,1677.449951171875,1666.4000244140625,1671.9000244140625,1630.6766357421875,16461358
2023-04-21,1669.0,1676.949951171875,1663.25,1674.5999755859375,1633.31005859375,10064309
2023-04-24,1687.0,1691.449951171875,1674.0999755859375,1688.1500244140625,1646.52587890625,17837926
2023-04-25,1687.699951171875,1687.699951171875,1661.9000244140625,1664.1500244140625,1623.11767578125,25176534
2023-04-26,1660.0,1675.0,1655.0,1671.800048828125,1630.5791015625,13696375
2023-04-27,1670.5,1685.25,1665.8499755859375,1681.0,1639.55224609375,23895196
2023-04-28,1684.699951171875,1691.0,1670.0,1687.5999755859375,1645.9893798828125,13958136
2023-05-02,1688.699951171875,1699.0,1682.0,1687.25,1645.648193359375,16110592
2023-05-03,1684.949951171875,1696.0,1679.6500244140625,1693.1500244140625,1651.4027099609375,14703635
2023-05-04,1687.0999755859375,1734.449951171875,1687.0999755859375,1727.800048828125,1685.1983642578125,28427319
2023-05-05,1639.0,1660.949951171875,1622.0999755859375,1625.6500244140625,1585.5670166015625,31385208
2023-05-08,1635.0,1650.3499755859375,1630.0,1644.449951171875,1603.9033203125,18622262
2023-05-09,1649.9000244140625,1656.0,1639.949951171875,1644.5,1603.9522705078125,21844469
2023-05-10,1644.5,1654.6500244140625,1633.0999755859375,1652.0999755859375,1611.36474609375,23170275
2023-05-11,1665.1500244140625,1688.0,1649.25,1653.199951171875,1612.437744140625,17867309
2023-05-12,1647.0,1672.800048828125,1644.25,1667.800048828125,1626.677734375,11239380
2023-05-15,1672.0,1680.75,1665.0999755859375,1675.800048828125,1634.48046875,9256130
2023-05-16,1671.800048828125,1671.800048828125,1644.0,1647.300048828125,1625.1085205078125,16361043
2023-05-17,1650.0,1650.0,1625.3499755859375,1638.449951171875,1616.3775634765625,15233434
2023-05-18,1648.0,1653.949951171875,1640.0,1645.0,1622.83935546875,24823471
2023-05-19,1648.0,1650.0,1631.550048828125,1646.9000244140625,1624.7138671875,15230166
2023-05-22,1645.0,1652.9000244140625,1632.699951171875,1641.050048828125,1618.942626953125,14167016
2023-05-23,1649.0,1649.5999755859375,1633.449951171875,1637.199951171875,1615.1444091796875,11235037
2023-05-24,1627.550048828125,1634.75,1613.5999755859375,1615.800048828125,1594.0328369140625,16794056
2023-05-25,1615.699951171875,1620.050048828125,1597.3499755859375,1609.5999755859375,1587.916259765625,14888465
2023-05-26,1619.0,1619.0,1602.25,1615.800048828125,1594.0328369140625,13317533
2023-05-29,1628.5,1641.0,1624.8499755859375,1635.5,1613.4674072265625,10908146
2023-05-30,1633.5999755859375,1642.6500244140625,1628.550048828125,1636.75,1614.7005615234375,18562964
2023-05-31,1629.9000244140625,1634.949951171875,1604.6500244140625,1610.8499755859375,1589.1494140625,21667135
2023-06-01,1619.9000244140625,1619.9000244140625,1600.0,1604.0,1582.3917236328125,25183469
2023-06-02,1612.449951171875,1614.800048828125,1601.0,1606.5,1584.8580322265625,8929855
2023-06-05,1614.5,1616.5,1602.449951171875,1604.4000244140625,1582.786376953125,9348621
2023-06-06,1607.6500244140625,1609.8499755859375,1592.25,1599.4000244140625,1577.853759765625,16091426
2023-06-07,1603.449951171875,1612.550048828125,1596.0,1607.699951171875,1586.0418701171875,12474513
2023-06-08,1603.25,1626.0,1603.25,1608.699951171875,1587.0283203125,18697761
2023-06-09,1615.9000244140625,1618.5,1607.0,1610.5999755859375,1588.90283203125,9106289
2023-06-12,1612.550048828125,1615.800048828125,1599.449951171875,1600.800048828125,1579.23486328125,6704146
2023-06-13,1590.0999755859375,1609.0,1590.0999755859375,1603.5,1581.8984375,13963054
2023-06-14,1610.449951171875,1612.0,1600.199951171875,1601.75,1580.1719970703125,10056984
2023-06-15,1604.0,1605.949951171875,1579.0,1582.050048828125,1560.7374267578125,17688738
2023-06-16,1587.1500244140625,1609.199951171875,1584.0,1602.75,1581.1585693359375,7889636
2023-06-19,1611.0,1614.25,1598.3499755859375,1604.1500244140625,1582.539794921875,12414573
2023-06-20,1604.1500244140625,1611.0,1590.6500244140625,1607.5,1585.8446044921875,10002813
2023-06-21,1616.0,1637.25,1611.0,1635.5999755859375,1613.5660400390625,12154473
2023-06-22,1640.0,1657.550048828125,1639.050048828125,1643.5999755859375,1621.458251953125,28298070
2023-06-23,1637.550048828125,1659.9000244140625,1634.050048828125,1643.5,1621.359619140625,10669609
2023-06-26,1645.0,1650.75,1628.699951171875,1635.550048828125,1613.5167236328125,8065157
2023-06-27,1642.949951171875,1672.9000244140625,1638.550048828125,1658.5999755859375,1636.2562255859375,16915932
2023-06-28,1670.0,1679.9000244140625,1660.5,1676.1500244140625,1653.56982421875,29781475
2023-06-30,1704.0,1708.800048828125,1683.25,1701.4000244140625,1678.4796142578125,20349508
2023-07-03,1712.5,1757.5,1710.0,1719.800048828125,1696.6318359375,22052058
2023-07-04,1723.449951171875,1747.0,1713.800048828125,1728.199951171875,1704.9185791015625,19397594
2023-07-05,1716.25,1720.0,1668.550048828125,1673.300048828125,1650.7581787109375,18582877
2023-07-06,1673.0,1687.8499755859375,1660.4000244140625,1675.0,1652.435302734375,26078272
2023-07-07,1665.0,1675.0,1656.300048828125,1660.4000244140625,1638.031982421875,9963168
2023-07-10,1661.0,1676.75,1649.699951171875,1656.449951171875,1634.1351318359375,19199221
2023-07-11,1663.0,1676.0,1645.5,1648.4000244140625,1626.193603515625,25335213
2023-07-12,1655.3499755859375,1666.300048828125,1627.1500244140625,1632.949951171875,1610.95166015625,35479179
2023-07-13,1656.699951171875,1657.449951171875,1638.050048828125,1641.0999755859375,1618.991943359375,20956773
2023-07-14,1653.5999755859375,1653.5999755859375,1635.0,1644.5,1622.34619140625,12363607
2023-07-17,1650.0,1682.0,1633.0,1678.9000244140625,1656.28271484375,24626464
2023-07-18,1698.0,1704.0,1670.0,1677.5,1654.901611328125,40538409
2023-07-19,1681.0999755859375,1688.75,1675.0,1685.0999755859375,1662.399169921875,16467567
2023-07-20,1681.1500244140625,1692.0,1680.0,1688.75,1666.0,28105474
2023-07-21,1680.0,1689.800048828125,1673.25,1675.75,1653.1751708984375,21077124
2023-07-24,1678.5,1684.6500244140625,1670.0999755859375,1678.4000244140625,1655.7894287109375,16089722
2023-07-25,1684.6500244140625,1699.0,1678.4000244140625,1696.5999755859375,1673.7442626953125,27996298
2023-07-26,1699.5999755859375,1699.5999755859375,1688.0,1690.699951171875,1667.9237060546875,12397179
2023-07-27,1699.9000244140625,1703.0,1667.449951171875,1673.1500244140625,1650.6102294921875,29870651
2023-07-28,1661.5,1668.9000244140625,1641.0999755859375,1643.5,1621.359619140625,20507842
2023-07-31,1650.050048828125,1656.800048828125,1638.699951171875,1651.199951171875,1628.955810546875,17282503
2023-08-01,1654.449951171875,1667.449951171875,1650.0,1662.25,1639.8570556640625,17697094
2023-08-02,1642.0,1651.5,1633.1500244140625,1640.5,1618.4000244140625,14058161
2023-08-03,1640.0,1651.3499755859375,1623.0,1628.6500244140625,1606.709716796875,28836973
2023-08-04,1635.1500244140625,1656.5,1629.25,1652.199951171875,1629.9423828125,18694152
2023-08-07,1663.0999755859375,1663.0999755859375,1647.550048828125,1651.25,1629.0052490234375,14150459
2023-08-08,1651.699951171875,1655.5999755859375,1642.050048828125,1649.9000244140625,1627.6734619140625,21886914
2023-08-09,1653.0,1654.5,1631.0999755859375,1650.5,1628.2652587890625,16680618
2023-08-10,1647.050048828125,1654.25,1631.0,1635.8499755859375,1613.8126220703125,25390559
2023-08-11,1638.4000244140625,1638.4000244140625,1616.199951171875,1618.800048828125,1596.992431640625,14112911
2023-08-14,1611.0,1615.0,1600.25,1610.9000244140625,1589.1988525390625,15652205
2023-08-16,1583.0999755859375,1609.6500244140625,1581.300048828125,1606.199951171875,1584.56201171875,17068771
2023-08-17,1597.5999755859375,1609.9000244140625,1594.0,1597.300048828125,1575.7821044921875,26442020
2023-08-18,1587.550048828125,1596.300048828125,1585.5,1590.75,1569.3201904296875,12816683
2023-08-21,1600.5,1600.5,1587.0,1589.5,1568.0870361328125,10918635
2023-08-22,1596.3499755859375,1598.0,1580.0,1582.699951171875,1561.378662109375,16136785
2023-08-23,1580.0,1590.550048828125,1573.25,1586.5999755859375,1565.22607421875,18249294
2023-08-24,1593.300048828125,1596.199951171875,1576.1500244140625,1579.300048828125,1558.0245361328125,21572896
2023-08-25,1574.550048828125,1577.5,1558.4000244140625,1561.5,1540.4642333984375,15034878
2023-08-28,1561.5,1582.6500244140625,1561.5,1577.75,1556.495361328125,14433619
2023-08-29,1589.699951171875,1592.6500244140625,1581.449951171875,1590.300048828125,1568.8763427734375,17769466
2023-08-30,1603.949951171875,1603.949951171875,1573.699951171875,1578.699951171875,1557.4324951171875,14042102
2023-08-31,1579.0,1583.1500244140625,1563.0999755859375,1571.449951171875,1550.2801513671875,50037886
2023-09-01,1571.0,1579.0,1559.3499755859375,1574.699951171875,1553.4864501953125,21613388
2023-09-04,1590.0,1591.449951171875,1574.9000244140625,1584.550048828125,1563.203857421875,12536819
2023-09-05,1588.4000244140625,1588.4000244140625,1570.5999755859375,1574.9000244140625,1553.683837890625,19356041
2023-09-06,1576.800048828125,1600.0,1574.9000244140625,1595.5,1574.0062255859375,28160455
2023-09-07,1595.5,1614.0,1587.1500244140625,1610.8499755859375,1589.1494140625,17104171
2023-09-08,1608.300048828125,1632.9000244140625,1607.5999755859375,1623.4000244140625,1601.5303955078125,17251105
2023-09-11,1628.9000244140625,1636.5,1624.0,1631.800048828125,1609.8172607421875,15786511
2023-09-12,1640.0,1642.9000244140625,1625.050048828125,1636.9000244140625,1614.8485107421875,19516670
2023-09-13,1631.300048828125,1651.5999755859375,1628.5999755859375,1643.9000244140625,1621.7542724609375,23210047
2023-09-14,1644.25,1650.0,1635.0999755859375,1642.9000244140625,1620.7677001953125,11769424
2023-09-15,1650.0,1670.0,1650.0,1661.75,1639.36376953125,86705601
2023-09-18,1653.75,1655.0,1626.0999755859375,1629.050048828125,1607.1043701171875,18528144
2023-09-20,1599.0,1599.0,1560.4000244140625,1563.699951171875,1542.6346435546875,57737324
2023-09-21,1553.0,1568.949951171875,1537.050048828125,1553.3499755859375,1532.424072265625,36420721
2023-09-22,1559.0,1564.4000244140625,1523.75,1529.6500244140625,1509.0433349609375,30852125
2023-09-25,1525.0,1540.699951171875,1525.0,1531.0,1510.3751220703125,20104377
2023-09-26,1525.0,1540.0,1525.0,1537.6500244140625,1516.935546875,13787654
2023-09-27,1523.0,1532.5,1515.0,1526.8499755859375,1506.281005859375,19669269
2023-09-28,1534.0,1537.5999755859375,1518.3499755859375,1523.699951171875,1503.1734619140625,27677094
2023-09-29,1523.699951171875,1535.449951171875,1522.300048828125,1526.300048828125,1505.738525390625,16026891
2023-10-03,1527.0,1527.0,1506.0,1508.050048828125,1487.734375,19485847
2023-10-04,1495.0,1535.0,1489.25,1529.550048828125,1508.9447021484375,27324715
2023-10-05,1535.050048828125,1551.550048828125,1532.5999755859375,1535.75,1515.0611572265625,24256337
2023-10-06,1544.0,1545.0,1529.8499755859375,1534.050048828125,1513.3841552734375,8879678
2023-10-09,1528.0,1530.0,1512.0,1516.25,1495.8238525390625,8227486
2023-10-10,1520.550048828125,1529.0,1515.199951171875,1524.8499755859375,1504.3079833984375,16633146
2023-10-11,1530.0999755859375,1542.1500244140625,1528.5,1539.5999755859375,1518.8592529296875,15666680
2023-10-12,1536.0999755859375,1552.0,1531.5999755859375,1549.8499755859375,1528.97119140625,11012668
2023-10-13,1540.0,1548.800048828125,1529.949951171875,1535.75,1515.0611572265625,19872650
2023-10-16,1531.5,1534.449951171875,1520.5,1529.5999755859375,1508.9940185546875,8928042
2023-10-17,1555.75,1555.75,1535.0,1541.199951171875,1520.437744140625,16451279
2023-10-18,1541.199951171875,1541.199951171875,1518.0999755859375,1519.75,1499.2767333984375,15608100
2023-10-19,1505.4000244140625,1526.25,1503.199951171875,1514.949951171875,1494.5413818359375,15126182
2023-10-20,1505.0,1527.0,1505.0,1522.800048828125,1502.28564453125,10547005
2023-10-23,1523.5,1528.75,1500.0999755859375,1506.050048828125,1485.7613525390625,11188068
2023-10-25,1521.0,1522.800048828125,1491.449951171875,1496.5,1476.3399658203125,14155998
2023-10-26,1491.25,1492.0,1460.25,1463.4000244140625,1443.6859130859375,27780899
2023-10-27,1469.5,1478.0,1466.9000244140625,1469.1500244140625,1449.3583984375,15970266
2023-10-30,1463.25,1489.949951171875,1461.9000244140625,1485.0999755859375,1465.093505859375,11655491
2023-10-31,1504.0,1504.0,1474.0,1476.5,1456.609375,16317412
2023-11-01,1462.25,1477.449951171875,1462.25,1474.5,1454.6363525390625,16938733
2023-11-02,1485.0,1490.5,1467.1500244140625,1476.75,1456.85595703125,22612577
2023-11-03,1488.0,1491.4000244140625,1481.6500244140625,1483.75,1463.76171875,9047670
2023-11-06,1498.0,1498.0,1483.0,1494.5,1474.3668212890625,12796865
2023-11-07,1494.0,1494.0,1477.199951171875,1487.25,1467.2144775390625,20976424
2023-11-08,1483.949951171875,1493.449951171875,1481.0,1491.550048828125,1471.4566650390625,15699773
2023-11-09,1486.0,1492.5999755859375,1483.5,1485.6500244140625,1465.6361083984375,11058370
2023-11-10,1480.0999755859375,1496.0,1480.050048828125,1491.5,1471.4072265625,7007593
2023-11-13,1492.0999755859375,1495.949951171875,1485.9000244140625,1488.800048828125,1468.74365234375,10302957
2023-11-15,1504.0999755859375,1510.949951171875,1500.550048828125,1504.4000244140625,1484.133544921875,20622730
2023-11-16,1509.699951171875,1519.0,1503.75,1508.3499755859375,1488.0302734375,14856919
2023-11-17,1490.0,1507.5,1489.0,1505.0999755859375,1484.8240966796875,11850937
2023-11-20,1513.0,1513.0,1501.550048828125,1505.199951171875,1484.9227294921875,9665726
2023-11-21,1519.0,1522.0,1512.0999755859375,1517.949951171875,1497.5008544921875,12479986
2023-11-22,1520.0,1520.0,1503.550048828125,1512.550048828125,1492.1737060546875,14561825
2023-11-23,1508.5,1523.8499755859375,1508.5,1521.300048828125,1500.805908203125,6523110
2023-11-24,1521.199951171875,1533.1500244140625,1519.8499755859375,1532.0999755859375,1511.4603271484375,8234596
2023-11-28,1535.199951171875,1537.25,1525.800048828125,1528.6500244140625,1508.056884765625,14244669
2023-11-29,1533.9000244140625,1563.0,1533.0,1559.1500244140625,1538.14599609375,17021244
2023-11-30,1569.1500244140625,1572.449951171875,1542.1500244140625,1558.800048828125,1537.8006591796875,34745720
2023-12-01,1557.9000244140625,1565.75,1552.0999755859375,1555.4000244140625,1534.446533203125,11076768
2023-12-04,1588.0,1612.0,1573.6500244140625,1609.4000244140625,1587.718994140625,25331228
2023-12-05,1636.5,1639.0,1616.5,1623.699951171875,1601.8262939453125,26115410
2023-12-06,1638.449951171875,1638.449951171875,1616.6500244140625,1627.800048828125,1605.8712158203125,19306530
2023-12-07,1625.0,1634.0,1616.199951171875,1630.449951171875,1608.4853515625,10225193
2023-12-08,1630.449951171875,1655.0,1630.449951171875,1653.199951171875,1630.928955078125,16864019
2023-12-11,1650.050048828125,1663.699951171875,1647.0,1651.0,1628.758544921875,11593810
2023-12-12,1654.199951171875,1656.25,1631.8499755859375,1634.5999755859375,1612.5794677734375,18290738
2023-12-13,1632.449951171875,1636.0,1615.0999755859375,1630.9000244140625,1608.9293212890625,14673457
2023-12-14,1646.0,1658.949951171875,1645.0,1650.1500244140625,1627.9200439453125,17586183
2023-12-15,1650.0,1668.0,1646.5999755859375,1656.550048828125,1634.23388671875,69418565
2023-12-18,1660.699951171875,1664.699951171875,1650.949951171875,1655.699951171875,1633.395263671875,9007377
2023-12-19,1650.0,1658.6500244140625,1644.050048828125,1652.9000244140625,1630.633056640625,12004223
2023-12-20,1658.0,1668.949951171875,1644.449951171875,1657.0,1634.677734375,17116260
2023-12-21,1657.0,1689.75,1650.25,1686.699951171875,1663.9775390625,18294620
2023-12-22,1683.5999755859375,1685.9000244140625,1667.0999755859375,1670.8499755859375,1648.3411865234375,24289425
2023-12-26,1673.25,1685.949951171875,1668.550048828125,1682.449951171875,1659.784912109375,9022928
2023-12-27,1681.5,1706.5,1678.5999755859375,1703.300048828125,1680.3541259765625,13504539
2023-12-28,1709.300048828125,1721.4000244140625,1702.0,1705.25,1682.2777099609375,22038235
2023-12-29,1697.0,1714.9000244140625,1696.0,1709.25,1686.223876953125,12505713
2024-01-01,1706.0,1709.1500244140625,1692.0,1698.0999755859375,1675.2239990234375,7119843
2024-01-02,1698.800048828125,1702.800048828125,1688.699951171875,1699.0999755859375,1676.2105712890625,14621046
2024-01-03,1702.0,1704.699951171875,1668.949951171875,1672.9000244140625,1650.363525390625,14194881
2024-01-04,1678.0,1694.949951171875,1670.699951171875,1690.8499755859375,1668.07177734375,13367028
2024-01-05,1687.1500244140625,1704.9000244140625,1668.0999755859375,1682.199951171875,1659.5382080078125,15944735
2024-01-08,1678.5,1682.3499755859375,1660.0,1663.449951171875,1641.040771484375,8999235
2024-01-09,1667.1500244140625,1677.800048828125,1646.75,1650.5,1628.2652587890625,12663444
2024-01-10,1643.0,1659.949951171875,1641.4000244140625,1655.949951171875,1633.641845703125,8057912
2024-01-11,1660.0,1662.9000244140625,1643.0,1649.0,1626.7855224609375,9157005
2024-01-12,1652.0,1656.0,1633.5999755859375,1641.199951171875,1619.090576171875,9886776
2024-01-15,1647.699951171875,1680.9000244140625,1643.5999755859375,1672.800048828125,1650.264892578125,14160178
2024-01-16,1673.0,1683.6500244140625,1658.0999755859375,1679.1500244140625,1656.5294189453125,12661250
